date,close
2018-01-02,4.928265571594238
2018-01-03,5.2526140213012695
2018-01-04,5.280303478240967
2018-01-05,5.325048923492432
2018-01-08,5.4882121086120605
2018-01-09,5.486730098724365
2018-01-10,5.529745101928711
2018-01-11,5.539633274078369
2018-01-12,5.512439727783203
2018-01-16,5.441488265991211
2018-01-17,5.555455684661865
2018-01-18,5.548534393310547
2018-01-19,5.688704967498779
2018-01-22,5.777207374572754
2018-01-23,5.906255722045898
2018-01-24,5.829370975494385
2018-01-25,5.842968940734863
2018-01-26,6.0155253410339355
2018-01-29,6.102544784545898
2018-01-30,6.00044584274292
2018-01-31,6.076589584350586
2018-02-01,5.945563316345215
2018-02-02,5.773005962371826
2018-02-05,5.283021450042725
2018-02-06,5.57671594619751
2018-02-07,5.6563191413879395
2018-02-08,5.3774590492248535
2018-02-09,5.737407684326172
2018-02-12,5.637284278869629
2018-02-13,5.751003742218018
2018-02-14,5.968307971954346
2018-02-15,6.093891620635986
2018-02-16,6.028133869171143
2018-02-20,6.157675743103027
2018-02-21,5.970531940460205
2018-02-22,5.990072250366211
2018-02-23,6.083580493927002
2018-02-26,6.099659442901611
2018-02-27,6.086796283721924
2018-02-28,5.98636531829834
2018-03-01,5.74418830871582
2018-03-02,5.85129976272583
2018-03-05,5.829282760620117
2018-03-06,5.990321159362793
2018-03-07,5.982405662536621
2018-03-08,5.966079235076904
2018-03-09,6.06873893737793
2018-03-12,6.178322792053223
2018-03-13,6.127613067626953
2018-03-14,6.153091907501221
2018-03-15,6.167934894561768
2018-03-16,6.196134567260742
2018-03-19,5.9616265296936035
2018-03-20,6.173871040344238
2018-03-21,6.148639678955078
2018-03-22,5.9826531410217285
2018-03-23,5.7629876136779785
2018-03-26,6.0477118492126465
2018-03-27,5.5786967277526855
2018-03-28,5.475543975830078
2018-03-29,5.728851795196533
2018-04-02,5.468123912811279
2018-04-03,5.57449197769165
2018-04-04,5.596508979797363
2018-04-05,5.476285934448242
2018-04-06,5.299911022186279
2018-04-09,5.328606128692627
2018-04-10,5.637818813323975
2018-04-11,5.596508979797363
2018-04-12,5.80330753326416
2018-04-13,5.726624488830566
2018-04-16,5.726377964019775
2018-04-17,5.876035690307617
2018-04-18,5.847095489501953
2018-04-19,5.665771484375
2018-04-20,5.6576080322265625
2018-04-23,5.53812837600708
2018-04-24,5.4718337059021
2018-04-25,5.359527587890625
2018-04-26,5.571278095245361
2018-04-27,5.598733901977539
2018-04-30,5.563361644744873
2018-05-01,5.618772029876709
2018-05-02,5.598241329193115
2018-05-03,5.763484001159668
2018-05-04,5.913638114929199
2018-05-07,6.151607036590576
2018-05-08,6.194153308868408
2018-05-09,6.327240467071533
2018-05-10,6.434847354888916
2018-05-11,6.296319484710693
2018-05-14,6.316849708557129
2018-05-15,6.074427604675293
2018-05-16,6.085559844970703
2018-05-17,6.127613067626953
2018-05-18,6.083828449249268
2018-05-21,6.041775226593018
2018-05-22,6.0036797523498535
2018-05-23,6.127193927764893
2018-05-24,6.130906105041504
2018-05-25,6.170261859893799
2018-05-29,6.153183937072754
2018-05-30,6.262094020843506
2018-05-31,6.242293357849121
2018-06-01,6.376696586608887
2018-06-04,6.555657386779785
2018-06-05,6.561102867126465
2018-06-06,6.563081741333008
2018-06-07,6.50739049911499
2018-06-08,6.4920430183410645
2018-06-11,6.450954437255859
2018-06-12,6.499468803405762
2018-06-13,6.49501371383667
2018-06-14,6.60664701461792
2018-06-15,6.565806865692139
2018-06-18,6.5615973472595215
2018-06-19,6.439815998077393
2018-06-20,6.4927849769592285
2018-06-21,6.364073753356934
2018-06-22,6.211600303649902
2018-06-25,5.918779373168945
2018-06-26,5.989819049835205
2018-06-27,5.834620952606201
2018-06-28,5.961848735809326
2018-06-29,5.863829135894775
2018-07-02,5.996005535125732
2018-07-03,5.862346172332764
2018-07-05,6.0081353187561035
2018-07-06,6.12199592590332
2018-07-09,6.169520378112793
2018-07-10,6.268529415130615
2018-07-11,6.126946449279785
2018-07-12,6.2185282707214355
2018-07-13,6.171253204345703
2018-07-16,6.143530368804932
2018-07-17,6.279420852661133
2018-07-18,6.23016357421875
2018-07-19,6.2383317947387695
2018-07-20,6.210113048553467
2018-07-23,6.1734819412231445
2018-07-24,6.156154155731201
2018-07-25,6.234372138977051
2018-07-26,6.307884693145752
2018-07-27,6.238083839416504
2018-07-30,6.042787551879883
2018-07-31,6.06085729598999
2018-08-01,6.100709438323975
2018-08-02,6.203432559967041
2018-08-03,6.2400641441345215
2018-08-06,6.28783655166626
2018-08-07,6.360113620758057
2018-08-08,6.396499156951904
2018-08-09,6.347984313964844
2018-08-10,6.3066487312316895
2018-08-13,6.339569568634033
2018-08-14,6.47100305557251
2018-08-15,6.41283655166626
2018-08-16,6.372241020202637
2018-08-17,6.059868812561035
2018-08-20,6.134618759155273
2018-08-21,6.270262718200684
2018-08-22,6.505410194396973
2018-08-23,6.604913711547852
2018-08-24,6.738082408905029
2018-08-27,6.8291707038879395
2018-08-28,6.7915472984313965
2018-08-29,6.897050380706787
2018-08-30,6.880209922790527
2018-08-31,6.951285362243652
2018-09-04,7.026080131530762
2018-09-05,6.895314693450928
2018-09-06,6.754148483276367
2018-09-07,6.732851505279541
2018-09-10,6.803929328918457
2018-09-11,6.756131172180176
2018-09-12,6.642209529876709
2018-09-13,6.719973087310791
2018-09-14,6.846031665802002
2018-09-17,6.784115314483643
2018-09-18,6.712048530578613
2018-09-19,6.735824108123779
